"","V1","V2"
"6218","Aqg41iDebV_FSiJPft4ihw",NA
"6219","4VIAadQ0yZGss1vNHWUk9g",NA
"6220","ljLq8ZTLO52rzwsEeaWZKg",NA
"6221","82I9SSilxh3zL8F1UQ45Xw",NA
"6222","pkeIqsI-y7OGLE1a6Yxkgg",NA
"6223","_9Oh4NYx5Yjd4tG2_HWQww",NA
"6224","P7pxQFqr7yBKMMI2J51udw",NA
"6225","sMzNLdhJZGzYirIWt-fMAg",NA
"6226","P7pxQFqr7yBKMMI2J51udw",NA
"6227","2iTsRqUsPGRH1li1WVRvKQ",NA
"6228","b_XIKJ2nNzksuWhfMTEehQ",NA
"6229","mDR12Hafvr84ctpsV6YLag",NA
"6230","_qA2HPqgLiBc-M4wRyml0g",NA
"6231","d482l58ho0_IMdFkXX1F5Q",NA
"6232","y1esDY2vFyaTMf1YlRT7ZA",NA
"6233","iB9By3dVS6BydSUiDHxLyw",NA
"6234","ibf4xvHWD4t1DOOZhidHBg",NA
"6235","o9IvrLWtTt5lCYqO-uiJLg",NA
"6236","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6237","P7pxQFqr7yBKMMI2J51udw",NA
"6238","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6239","Trbt0Ex85yvwT8DHoEFCvg",NA
"6240","RtnTbhWYw4QjKhoTBV37OA",NA
"6241","npWIa3dIPEV1MTaZNq6AUA",NA
"6242","VxRlBe2wjtycFWSZm1orTA",NA
"6243","Do72DKBclgkSPt6jZ9-c4Q",NA
"6244","P7pxQFqr7yBKMMI2J51udw",NA
"6245","P7pxQFqr7yBKMMI2J51udw",NA
"6246","ljLq8ZTLO52rzwsEeaWZKg",NA
"6247","z2Yivr-C0K0H2sLNXvnZyg",NA
"6248","FogTa-wmjhVnJCoTiaxvZA",NA
"6249","P7pxQFqr7yBKMMI2J51udw",NA
"6250","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"6251","d482l58ho0_IMdFkXX1F5Q",NA
"6252","UotZUkpcI0p2J8RUAD36Ng",NA
"6253","P7pxQFqr7yBKMMI2J51udw",NA
"6254","zK7sltLeRRioqYwgLiWUIA",NA
"6255","eYE7zd30ltLAS1V3ssdtrQ",NA
"6256","P7pxQFqr7yBKMMI2J51udw",NA
"6257","mlCDsdVFuZvRGrJTfQ6amw",NA
"6258","iB9By3dVS6BydSUiDHxLyw",NA
"6259","P7pxQFqr7yBKMMI2J51udw",NA
"6260","VZQPYoK6l_vo5jwYgabJdQ",NA
"6261","UsJYr7l0fOaQZG223BbpeA",NA
"6262","9Fm-OVlt1fXIHcp5QJisuQ",NA
"6263","d482l58ho0_IMdFkXX1F5Q",NA
"6264","JRo3APL5f4-TEkuI-SoDcA",NA
"6265","d482l58ho0_IMdFkXX1F5Q",NA
"6266","2iTsRqUsPGRH1li1WVRvKQ",NA
"6267","-6tvduBzjLI1ISfs3F_qTg",NA
"6268","mDR12Hafvr84ctpsV6YLag",NA
"6269","npWIa3dIPEV1MTaZNq6AUA",NA
"6270","mDR12Hafvr84ctpsV6YLag",NA
"6271","Trbt0Ex85yvwT8DHoEFCvg",NA
"6272","oFHvr1cAktvU-bQgrl4aPw",NA
"6273","bWucOPNoIjd8ECdiDyVq9Q",NA
"6274","WAZN1Q8oJFHlIUzxWduzfA",NA
"6275","Trbt0Ex85yvwT8DHoEFCvg",NA
"6276","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6277","w_UCGMgok7N9p0XdYBx1VQ",NA
"6278","UJb1PrUWDFfuzwUPc1pP4Q",NA
"6279","5nWfU-qheLL-JzwYgHe_cQ",NA
"6280","ZBq7AD95c2kPei76KVewQQ",NA
"6281","1x8_aJQ-iqvymhRK3SNbLg",NA
"6282","sOPBbhDCi7bJlW7dNBuITg",NA
"6283","G6BwYw_0_atLPTzI1uokIA",NA
"6284","0ZZIqTdEb7yUa13QZLKuGQ",NA
"6285","nkDSE-yhvLX4ij5fSzvb5Q",NA
"6286","_9Oh4NYx5Yjd4tG2_HWQww",NA
"6287","-6tvduBzjLI1ISfs3F_qTg",NA
"6288","P7pxQFqr7yBKMMI2J51udw",NA
"6289","b_XIKJ2nNzksuWhfMTEehQ",NA
"6290","iB9By3dVS6BydSUiDHxLyw",NA
"6291","w_UCGMgok7N9p0XdYBx1VQ",NA
"6292","FogTa-wmjhVnJCoTiaxvZA",NA
"6293","d482l58ho0_IMdFkXX1F5Q",NA
"6294","sMzNLdhJZGzYirIWt-fMAg",NA
"6295","zK7sltLeRRioqYwgLiWUIA",NA
"6296","WPUf-Eo6PHxDNqPygahiUA",NA
"6297","Trbt0Ex85yvwT8DHoEFCvg",NA
"6298","o9IvrLWtTt5lCYqO-uiJLg",NA
"6299","bWucOPNoIjd8ECdiDyVq9Q",NA
"6300","P7pxQFqr7yBKMMI2J51udw",NA
"6301","ibf4xvHWD4t1DOOZhidHBg",NA
"6302","P7pxQFqr7yBKMMI2J51udw",NA
"6303","_eNeiqWPt1MPLFF6DEIJeA",NA
"6304","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"6305","P7pxQFqr7yBKMMI2J51udw",NA
"6306","UJb1PrUWDFfuzwUPc1pP4Q",NA
"6307","Trbt0Ex85yvwT8DHoEFCvg",NA
"6308","yxLVwItd1Wnhy6SeUUcNYA",NA
"6309","A4kCvILTgfr_2cG0_yGNiw",NA
"6310","2iTsRqUsPGRH1li1WVRvKQ",NA
"6311","G6BwYw_0_atLPTzI1uokIA",NA
"6312","X5oaz9_MVz-1ng83HuI4ZQ",NA
"6313","PQicuLOZ3uNJKn4PtayjlQ",NA
"6314","G6BwYw_0_atLPTzI1uokIA",NA
"6315","zazLy5wo73tr5y9Oxjx36g",NA
"6316","yxLVwItd1Wnhy6SeUUcNYA",NA
"6317","FogTa-wmjhVnJCoTiaxvZA",NA
"6318","mDR12Hafvr84ctpsV6YLag",NA
"6319","X5oaz9_MVz-1ng83HuI4ZQ",NA
"6320","sMzNLdhJZGzYirIWt-fMAg",NA
"6321","d482l58ho0_IMdFkXX1F5Q",NA
"6322","je5h9jV38Wpist76omY_Pw",NA
"6323","WWdPXSNLduMNK-ybk9HcuA",NA
"6324","oFHvr1cAktvU-bQgrl4aPw",NA
"6325","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"6326","UJb1PrUWDFfuzwUPc1pP4Q",NA
"6327","P7pxQFqr7yBKMMI2J51udw",NA
"6328","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6329","JAEGnGjqphWGoyuCN-hNQQ",NA
"6330","9njwmO6YzhaQB3-htNMFYQ",NA
"6331","yxLVwItd1Wnhy6SeUUcNYA",NA
"6332","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6333","2iTsRqUsPGRH1li1WVRvKQ",NA
"6334","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"6335","iiuEt92eGGy_fTvywsTBbA",NA
"6336","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6337","dQrDogW_V4fB83vTTAP5eA",NA
"6338","HPfcEJh3ivdX_QehRKZYrA",NA
"6339","P7pxQFqr7yBKMMI2J51udw",NA
"6340","2iTsRqUsPGRH1li1WVRvKQ",NA
"6341","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6342","AFgPDQm_pczo5uV3yQBgwg",NA
"6343","A4kCvILTgfr_2cG0_yGNiw",NA
"6344","SqL19z7A7LB91RkWWwWvnQ",NA
"6345","oFHvr1cAktvU-bQgrl4aPw",NA
"6346","P7pxQFqr7yBKMMI2J51udw",NA
"6347","mDR12Hafvr84ctpsV6YLag",NA
"6348","P7pxQFqr7yBKMMI2J51udw",NA
"6349","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"6350","P7pxQFqr7yBKMMI2J51udw",NA
"6351","w_UCGMgok7N9p0XdYBx1VQ",NA
"6352","mDR12Hafvr84ctpsV6YLag",NA
"6353","X5oaz9_MVz-1ng83HuI4ZQ",NA
"6354","bWucOPNoIjd8ECdiDyVq9Q",NA
"6355","SqL19z7A7LB91RkWWwWvnQ",NA
"6356","NwVj3tbEcR2F8fbrcOEV0Q",NA
"6357","P7pxQFqr7yBKMMI2J51udw",NA
"6358","O1ird5yRyuDFnOmYu90OoA",NA
"6359","2c9Vptks_vowLgVUMnCgjw",NA
"6360","ibf4xvHWD4t1DOOZhidHBg",NA
"6361","npWIa3dIPEV1MTaZNq6AUA",NA
"6362","HGNOaHmKpW1ajuAVCpA1yg",NA
"6363","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6364","mDR12Hafvr84ctpsV6YLag",NA
"6365","HPfcEJh3ivdX_QehRKZYrA",NA
"6366","mDR12Hafvr84ctpsV6YLag",NA
"6367","-6tvduBzjLI1ISfs3F_qTg",NA
"6368","-6tvduBzjLI1ISfs3F_qTg",NA
"6369","mDR12Hafvr84ctpsV6YLag",NA
"6370","mDR12Hafvr84ctpsV6YLag",NA
"6371","P7pxQFqr7yBKMMI2J51udw",NA
"6372","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6373","NwVj3tbEcR2F8fbrcOEV0Q",NA
"6374","mDR12Hafvr84ctpsV6YLag",NA
"6375","DjvpsmdtEvnyMk2vXxpc-w",NA
"6376","d482l58ho0_IMdFkXX1F5Q",NA
"6377","GETVAz5SCk8rFziexV54Aw",NA
"6378","o9IvrLWtTt5lCYqO-uiJLg",NA
"6379","P7pxQFqr7yBKMMI2J51udw",NA
"6380","RZws0oOOi9SRuks4tyB6QA",NA
"6381","mDR12Hafvr84ctpsV6YLag",NA
"6382","2iTsRqUsPGRH1li1WVRvKQ",NA
"6383","o9IvrLWtTt5lCYqO-uiJLg",NA
"6384","d482l58ho0_IMdFkXX1F5Q",NA
"6385","L3ysePkSGjp11VIcmA3A-Q",NA
"6386","P7pxQFqr7yBKMMI2J51udw",NA
"6387","O3zVw-VAcJi8ta4B6v5iAA",NA
"6388","P7pxQFqr7yBKMMI2J51udw",NA
"6389","CKoDbOpF_CSyy6_lttqjKg",NA
"6390","P7pxQFqr7yBKMMI2J51udw",NA
"6391","P7pxQFqr7yBKMMI2J51udw",NA
"6392","9njwmO6YzhaQB3-htNMFYQ",NA
"6393","mDR12Hafvr84ctpsV6YLag",NA
"6394","mlCDsdVFuZvRGrJTfQ6amw",NA
"6395","eFwpKQB9EQtblKx65FuXLw",NA
"6396","aiU0FRtHTIHBWMYapw79LA",NA
"6397","u1m3qTIrhZhwNjMT6n-M8g",NA
"6398","P7pxQFqr7yBKMMI2J51udw",NA
"6399","TP7Ag-QrM5rNv4rmpDCtoA",NA
"6400","j7MAcrMGsiRCrFLLQH-XEQ",NA
"6401","o9IvrLWtTt5lCYqO-uiJLg",NA
"6402","iiuEt92eGGy_fTvywsTBbA",NA
"6403","UJb1PrUWDFfuzwUPc1pP4Q",NA
"6404","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6405","ApHiz1xxENwjkp8MKrE4Dg",NA
"6406","w_UCGMgok7N9p0XdYBx1VQ",NA
"6407","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6408","zK7sltLeRRioqYwgLiWUIA",NA
"6409","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6410","u8ndOBCi3qVK0QISbIzmuw",NA
"6411","sMzNLdhJZGzYirIWt-fMAg",NA
"6412","P7pxQFqr7yBKMMI2J51udw",NA
"6413","ljLq8ZTLO52rzwsEeaWZKg",NA
"6414","LqEZNMIsJOWUWSxdHHCBig",NA
"6415","y4ETe3DkcIjjr_eyeg5U5g",NA
"6416","I1qRb4qqQRly7NhIOCkk_Q",NA
"6417","HGNOaHmKpW1ajuAVCpA1yg",NA
"6418","avKtXuzalCP_cVfrk-fLeQ",NA
"6419","82I9SSilxh3zL8F1UQ45Xw",NA
"6420","9njwmO6YzhaQB3-htNMFYQ",NA
"6421","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6422","FogTa-wmjhVnJCoTiaxvZA",NA
"6423","G6BwYw_0_atLPTzI1uokIA",NA
"6424","P7pxQFqr7yBKMMI2J51udw",NA
"6425","sMzNLdhJZGzYirIWt-fMAg",NA
"6426","ApHiz1xxENwjkp8MKrE4Dg",NA
"6427","b_XIKJ2nNzksuWhfMTEehQ",NA
"6428","mlCDsdVFuZvRGrJTfQ6amw",NA
"6429","RNO7SRmfVi0CyXjtPhXELg",NA
"6430","mlCDsdVFuZvRGrJTfQ6amw",NA
"6431","k9rR23TeanYDFEdqUK9Hjw",NA
"6432","iB9By3dVS6BydSUiDHxLyw",NA
"6433","P7pxQFqr7yBKMMI2J51udw",NA
"6434","2iTsRqUsPGRH1li1WVRvKQ",NA
"6435","mlCDsdVFuZvRGrJTfQ6amw",NA
"6436","Err-UlwpMFaCIQ4mAVxmzQ",NA
"6437","Trbt0Ex85yvwT8DHoEFCvg",NA
"6438","ibf4xvHWD4t1DOOZhidHBg",NA
"6439","O3zVw-VAcJi8ta4B6v5iAA",NA
"6440","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6441","mDR12Hafvr84ctpsV6YLag",NA
"6442","2iTsRqUsPGRH1li1WVRvKQ",NA
"6443","w_UCGMgok7N9p0XdYBx1VQ",NA
"6444","w_UCGMgok7N9p0XdYBx1VQ",NA
"6445","2iTsRqUsPGRH1li1WVRvKQ",NA
"6446","RtnTbhWYw4QjKhoTBV37OA",NA
"6447","mDR12Hafvr84ctpsV6YLag",NA
"6448","mDR12Hafvr84ctpsV6YLag",NA
"6449","2iTsRqUsPGRH1li1WVRvKQ",NA
"6450","2iTsRqUsPGRH1li1WVRvKQ",NA
"6451","bWucOPNoIjd8ECdiDyVq9Q",NA
"6452","y4ETe3DkcIjjr_eyeg5U5g",NA
"6453","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"6454","2iTsRqUsPGRH1li1WVRvKQ",NA
"6455","Trbt0Ex85yvwT8DHoEFCvg",NA
"6456","y4ETe3DkcIjjr_eyeg5U5g",NA
"6457","yCK1Ok69D7TSWJESZQZHiQ",NA
"6458","_qA2HPqgLiBc-M4wRyml0g",NA
"6459","P7pxQFqr7yBKMMI2J51udw",NA
"6460","sOPBbhDCi7bJlW7dNBuITg",NA
"6461","P7pxQFqr7yBKMMI2J51udw",NA
"6462","P7pxQFqr7yBKMMI2J51udw",NA
"6463","RtnTbhWYw4QjKhoTBV37OA",NA
"6464","GETVAz5SCk8rFziexV54Aw",NA
"6465","P7pxQFqr7yBKMMI2J51udw",NA
"6466","Fr5R5w74Xg7sKMlt4PPtHg",NA
"6467","PQicuLOZ3uNJKn4PtayjlQ",NA
"6468","FogTa-wmjhVnJCoTiaxvZA",NA
"6469","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6470","fMtJHpD-l0GGFKr5xnbWnQ",NA
"6471","aiU0FRtHTIHBWMYapw79LA",NA
"6472","RtnTbhWYw4QjKhoTBV37OA",NA
"6473","iUHz8jIWjkbx6pXsTUNIaw",NA
"6474","CKoDbOpF_CSyy6_lttqjKg",NA
"6475","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6476","ibf4xvHWD4t1DOOZhidHBg",NA
"6477","p8qk36_xEXhICe91tfUpPA",NA
"6478","l3SBg8iCNN_4-dnV0Wk4fg",NA
"6479","VZQPYoK6l_vo5jwYgabJdQ",NA
"6480","bNdLi3Vs1HNn04CaO8qBgw",NA
"6481","RtnTbhWYw4QjKhoTBV37OA",NA
"6482","iB9By3dVS6BydSUiDHxLyw",NA
"6483","iUHz8jIWjkbx6pXsTUNIaw",NA
"6484","VZQPYoK6l_vo5jwYgabJdQ",NA
"6485","_eNeiqWPt1MPLFF6DEIJeA",NA
"6486","VxRlBe2wjtycFWSZm1orTA",NA
"6487","sMzNLdhJZGzYirIWt-fMAg",NA
"6488","Dv0OHpQSL4hOGl2KAEVvlA",NA
"6489","RtnTbhWYw4QjKhoTBV37OA",NA
"6490","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"6491","iXH73faCXa6UdLAKMe-vGQ",NA
"6492","CKoDbOpF_CSyy6_lttqjKg",NA
"6493","sMzNLdhJZGzYirIWt-fMAg",NA
"6494","1x8_aJQ-iqvymhRK3SNbLg",NA
"6495","sMzNLdhJZGzYirIWt-fMAg",NA
"6496","iB9By3dVS6BydSUiDHxLyw",NA
"6497","npWIa3dIPEV1MTaZNq6AUA",NA
"6498","9njwmO6YzhaQB3-htNMFYQ",NA
"6499","d482l58ho0_IMdFkXX1F5Q",NA
"6500","sMzNLdhJZGzYirIWt-fMAg",NA
"6501","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6502","mDR12Hafvr84ctpsV6YLag",NA
"6503","P7pxQFqr7yBKMMI2J51udw",NA
"6504","74gDxr6rs_8tUTcS1vkr0Q",NA
"6505","P7pxQFqr7yBKMMI2J51udw",NA
"6506","P7pxQFqr7yBKMMI2J51udw",NA
"6507","FogTa-wmjhVnJCoTiaxvZA",NA
"6508","2iTsRqUsPGRH1li1WVRvKQ",NA
"6509","P7pxQFqr7yBKMMI2J51udw",NA
"6510","RtnTbhWYw4QjKhoTBV37OA",NA
"6511","mDR12Hafvr84ctpsV6YLag",NA
"6512","P7pxQFqr7yBKMMI2J51udw",NA
"6513","RNO7SRmfVi0CyXjtPhXELg",NA
"6514","w_UCGMgok7N9p0XdYBx1VQ",NA
"6515","y1esDY2vFyaTMf1YlRT7ZA",NA
"6516","2c9Vptks_vowLgVUMnCgjw",NA
"6517","UJ3mHW1l6oLV-Ic2I7Vjrw",NA
"6518","_9Oh4NYx5Yjd4tG2_HWQww",NA
"6519","2iTsRqUsPGRH1li1WVRvKQ",NA
"6520","zU63bs3Ofe8y1peOgOFJaA",NA
"6521","mDR12Hafvr84ctpsV6YLag",NA
"6522","2iTsRqUsPGRH1li1WVRvKQ",NA
"6523","yCK1Ok69D7TSWJESZQZHiQ",NA
"6524","CKoDbOpF_CSyy6_lttqjKg",NA
"6525","JRo3APL5f4-TEkuI-SoDcA",NA
"6526","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6527","VxRlBe2wjtycFWSZm1orTA",NA
"6528","npWIa3dIPEV1MTaZNq6AUA",NA
"6529","aiU0FRtHTIHBWMYapw79LA",NA
"6530","sZq-qUvoLgYxlDmIcxYWDg",NA
"6531","P7pxQFqr7yBKMMI2J51udw",NA
"6532","P7pxQFqr7yBKMMI2J51udw",NA
"6533","_qA2HPqgLiBc-M4wRyml0g",NA
"6534","mDR12Hafvr84ctpsV6YLag",NA
"6535","iXH73faCXa6UdLAKMe-vGQ",NA
"6536","Trbt0Ex85yvwT8DHoEFCvg",NA
"6537","FogTa-wmjhVnJCoTiaxvZA",NA
"6538","npWIa3dIPEV1MTaZNq6AUA",NA
"6539","o9IvrLWtTt5lCYqO-uiJLg",NA
"6540","G6BwYw_0_atLPTzI1uokIA",NA
"6541","O1ird5yRyuDFnOmYu90OoA",NA
"6542","9njwmO6YzhaQB3-htNMFYQ",NA
"6543","AFgPDQm_pczo5uV3yQBgwg",NA
"6544","2iTsRqUsPGRH1li1WVRvKQ",NA
"6545","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6546","mDR12Hafvr84ctpsV6YLag",NA
"6547","zK7sltLeRRioqYwgLiWUIA",NA
"6548","FN-5HISn0yi5GTM83Uy59g",NA
"6549","iB9By3dVS6BydSUiDHxLyw",NA
"6550","FogTa-wmjhVnJCoTiaxvZA",NA
"6551","P7pxQFqr7yBKMMI2J51udw",NA
"6552","npWIa3dIPEV1MTaZNq6AUA",NA
"6553","p8qk36_xEXhICe91tfUpPA",NA
"6554","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6555","y4ETe3DkcIjjr_eyeg5U5g",NA
"6556","82I9SSilxh3zL8F1UQ45Xw",NA
"6557","mDR12Hafvr84ctpsV6YLag",NA
"6558","P7pxQFqr7yBKMMI2J51udw",NA
"6559","y4ETe3DkcIjjr_eyeg5U5g",NA
"6560","sMzNLdhJZGzYirIWt-fMAg",NA
"6561","w_UCGMgok7N9p0XdYBx1VQ",NA
"6562","NwWYSYGHFyHQMmsXu0SiYA",NA
"6563","AFgPDQm_pczo5uV3yQBgwg",NA
"6564","6zi7dAlnk7vgvlGbUMoKkA",NA
"6565","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6566","w_UCGMgok7N9p0XdYBx1VQ",NA
"6567","UDiMCb4LKowlozI5mhtO_A",NA
"6568","P7pxQFqr7yBKMMI2J51udw",NA
"6569","mDR12Hafvr84ctpsV6YLag",NA
"6570","zw9_mqWBn1QCfZg88w0Exg",NA
"6571","mDR12Hafvr84ctpsV6YLag",NA
"6572","iXH73faCXa6UdLAKMe-vGQ",NA
"6573","O1ird5yRyuDFnOmYu90OoA",NA
"6574","FogTa-wmjhVnJCoTiaxvZA",NA
"6575","2c9Vptks_vowLgVUMnCgjw",NA
"6576","aiU0FRtHTIHBWMYapw79LA",NA
"6577","LqEZNMIsJOWUWSxdHHCBig",NA
"6578","w_UCGMgok7N9p0XdYBx1VQ",NA
"6579","mDR12Hafvr84ctpsV6YLag",NA
"6580","P7pxQFqr7yBKMMI2J51udw",NA
"6581","P7pxQFqr7yBKMMI2J51udw",NA
"6582","O3zVw-VAcJi8ta4B6v5iAA",NA
"6583","P7pxQFqr7yBKMMI2J51udw",NA
"6584","RtnTbhWYw4QjKhoTBV37OA",NA
"6585","CKoDbOpF_CSyy6_lttqjKg",NA
"6586","P7pxQFqr7yBKMMI2J51udw",NA
"6587","8PBq-MHyLDrhkaTf72Foww",NA
"6588","z2Yivr-C0K0H2sLNXvnZyg",NA
"6589","y1esDY2vFyaTMf1YlRT7ZA",NA
"6590","NwWYSYGHFyHQMmsXu0SiYA",NA
"6591","geytMDcETB3AwhATBbq6gQ",NA
"6592","Trbt0Ex85yvwT8DHoEFCvg",NA
"6593","P7pxQFqr7yBKMMI2J51udw",NA
"6594","I1qRb4qqQRly7NhIOCkk_Q",NA
"6595","ApHiz1xxENwjkp8MKrE4Dg",NA
"6596","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6597","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6598","OOXUDZVOREgjwrLiwr3Spg",NA
"6599","8PBq-MHyLDrhkaTf72Foww",NA
"6600","P7pxQFqr7yBKMMI2J51udw",NA
"6601","o9IvrLWtTt5lCYqO-uiJLg",NA
"6602","sMzNLdhJZGzYirIWt-fMAg",NA
"6603","FogTa-wmjhVnJCoTiaxvZA",NA
"6604","9dP5WPlF2pfjMOx2UeUFnA",NA
"6605","VxRlBe2wjtycFWSZm1orTA",NA
"6606","yCK1Ok69D7TSWJESZQZHiQ",NA
"6607","2iTsRqUsPGRH1li1WVRvKQ",NA
"6608","GETVAz5SCk8rFziexV54Aw",NA
"6609","sMzNLdhJZGzYirIWt-fMAg",NA
"6610","0ZZIqTdEb7yUa13QZLKuGQ",NA
"6611","VZQPYoK6l_vo5jwYgabJdQ",NA
"6612","ibf4xvHWD4t1DOOZhidHBg",NA
"6613","_9Oh4NYx5Yjd4tG2_HWQww",NA
"6614","mDR12Hafvr84ctpsV6YLag",NA
"6615","JAEGnGjqphWGoyuCN-hNQQ",NA
"6616","pWyhmTVRNw6hix3J__SqvQ",NA
"6617","G6BwYw_0_atLPTzI1uokIA",NA
"6618","LqEZNMIsJOWUWSxdHHCBig",NA
"6619","UotZUkpcI0p2J8RUAD36Ng",NA
"6620","ibf4xvHWD4t1DOOZhidHBg",NA
"6621","RtnTbhWYw4QjKhoTBV37OA",NA
"6622","dQrDogW_V4fB83vTTAP5eA",NA
"6623","iiuEt92eGGy_fTvywsTBbA",NA
"6624","VBoyqq5lO_H-EJO6MTwIPA",NA
"6625","_qA2HPqgLiBc-M4wRyml0g",NA
"6626","SqL19z7A7LB91RkWWwWvnQ",NA
"6627","Gt-T8XbgbvFw5KeLpmnSLg",NA
"6628","G6BwYw_0_atLPTzI1uokIA",NA
"6629","pWyhmTVRNw6hix3J__SqvQ",NA
"6630","PQicuLOZ3uNJKn4PtayjlQ",NA
"6631","UotZUkpcI0p2J8RUAD36Ng",NA
"6632","2VRVAhzefxIqjzbQ21LdHg",NA
"6633","Trbt0Ex85yvwT8DHoEFCvg",NA
"6634","vgaA8bqGtd2uYj3KuWC9yw",NA
"6635","vna49NPM-7B11tcFPTgnsg",NA
"6636","ApHiz1xxENwjkp8MKrE4Dg",NA
"6637","z2Yivr-C0K0H2sLNXvnZyg",NA
"6638","AfN3Z1U6QPEgAb5F2CQm8w",NA
"6639","L3ysePkSGjp11VIcmA3A-Q",NA
"6640","UotZUkpcI0p2J8RUAD36Ng",NA
"6641","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"6642","P7pxQFqr7yBKMMI2J51udw",NA
"6643","6TvB1PZCY1Ap2S-yNJPs4w",NA
"6644","ljLq8ZTLO52rzwsEeaWZKg",NA
"6645","VBoyqq5lO_H-EJO6MTwIPA",NA
"6646","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6647","UJb1PrUWDFfuzwUPc1pP4Q",NA
"6648","JRo3APL5f4-TEkuI-SoDcA",NA
"6649","VZQPYoK6l_vo5jwYgabJdQ",NA
"6650","2c9Vptks_vowLgVUMnCgjw",NA
"6651","mlCDsdVFuZvRGrJTfQ6amw",NA
"6652","P7pxQFqr7yBKMMI2J51udw",NA
"6653","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6654","d482l58ho0_IMdFkXX1F5Q",NA
"6655","DYuOxkW4DtlJsTHdxdXSlg",NA
"6656","2iTsRqUsPGRH1li1WVRvKQ",NA
"6657","bNdLi3Vs1HNn04CaO8qBgw",NA
"6658","zK7sltLeRRioqYwgLiWUIA",NA
"6659","fMtJHpD-l0GGFKr5xnbWnQ",NA
"6660","KeI955jJ81rY2WyaC4lq2w",NA
"6661","P7pxQFqr7yBKMMI2J51udw",NA
"6662","6zi7dAlnk7vgvlGbUMoKkA",NA
"6663","RtnTbhWYw4QjKhoTBV37OA",NA
"6664","mDR12Hafvr84ctpsV6YLag",NA
"6665","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"6666","_9Oh4NYx5Yjd4tG2_HWQww",NA
"6667","2iTsRqUsPGRH1li1WVRvKQ",NA
"6668","mDR12Hafvr84ctpsV6YLag",NA
"6669","w_UCGMgok7N9p0XdYBx1VQ",NA
"6670","G6BwYw_0_atLPTzI1uokIA",NA
"6671","2iTsRqUsPGRH1li1WVRvKQ",NA
"6672","u1m3qTIrhZhwNjMT6n-M8g",NA
"6673","DjvpsmdtEvnyMk2vXxpc-w",NA
"6674","9Fm-OVlt1fXIHcp5QJisuQ",NA
"6675","DjvpsmdtEvnyMk2vXxpc-w",NA
"6676","DjvpsmdtEvnyMk2vXxpc-w",NA
"6677","d482l58ho0_IMdFkXX1F5Q",NA
"6678","_qA2HPqgLiBc-M4wRyml0g",NA
"6679","UotZUkpcI0p2J8RUAD36Ng",NA
"6680","RtnTbhWYw4QjKhoTBV37OA",NA
"6681","aiU0FRtHTIHBWMYapw79LA",NA
"6682","JRo3APL5f4-TEkuI-SoDcA",NA
"6683","mDR12Hafvr84ctpsV6YLag",NA
"6684","G6BwYw_0_atLPTzI1uokIA",NA
"6685","5gu96LoZOM6Sres5yMQLHA",NA
"6686","tvXOFflGUCGSSzcxrpVBsA",NA
"6687","HPfcEJh3ivdX_QehRKZYrA",NA
"6688","mDR12Hafvr84ctpsV6YLag",NA
"6689","Gt-T8XbgbvFw5KeLpmnSLg",NA
"6690","vna49NPM-7B11tcFPTgnsg",NA
"6691","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"6692","npWIa3dIPEV1MTaZNq6AUA",NA
"6693","zK7sltLeRRioqYwgLiWUIA",NA
"6694","HGNOaHmKpW1ajuAVCpA1yg",NA
"6695","o9IvrLWtTt5lCYqO-uiJLg",NA
